Price_ID,Product_ID,Vendor_ID,Currency,Unit_Price,Effective_From,Effective_To,Price_Status
PR4865,P2419,V3150,INR,11964.07,2026-03-24,,Expired
PR4866,P2202,V3068,INR,2142.29,2026-05-06,,Active
PR4867,P2140,V3254,INR,1809.88,2026-03-22,,Active
PR4868,P2146,V3017,INR,10987.04,2026-06-18,,Active
PR4869,P2462,V3261,INR,10593.45,2026-05-19,,Active
PR4870,P2266,V3213,INR,459.47,2026-01-05,,Active
PR4871,P2202,V3313,INR,9039.09,2026-03-07,,Expired
PR4872,P2402,V3256,INR,7891.43,2026-04-21,,Expired
PR4873,P2152,V3216,INR,9230.31,2026-07-03,,Active
PR4874,P2385,V3286,INR,5971.94,2026-01-12,,Active
PR4875,P2222,V3007,INR,11897.2,2026-06-19,,Active
PR4876,P2079,V3199,INR,597.88,2026-04-16,,Active
PR4877,P9999,V3091,INR,2869.88,2026-03-16,,Active
PR4878,P2250,V3147,INR,4803.81,2026-05-18,,Active
PR4879,P2099,V3150,INR,5438.6,2026-01-28,,Active
PR4880,P2466,V3052,INR,11062.31,2026-01-07,,Expired
PR4881,P2489,V3243,INR,6753.05,2026-05-22,,Active
PR4882,P2400,V3219,INR,612.95,2026-03-18,,Active
PR4883,P2213,V3006,INR,4938.77,2026-07-16,,Active
PR4884,P2143,V3109,INR,5041.65,2026-03-02,,Active
PR4885,P2190,V3066,INR,11588.48,2026-02-20,,Active
PR4886,P2389,V3010,INR,7220.43,2026-06-19,,Active
PR4887,P2301,V3202,INR,7655.14,2026-05-16,,Expired
PR4888,P2374,V3282,INR,8580.54,2026-06-27,,Expired
PR4889,P2052,V3214,INR,9257.72,2026-05-09,,Active
PR4890,P2455,V3068,INR,7647.98,2026-07-16,,Active
PR4891,P2112,V9999,INR,2903.54,2026-01-11,,Active
PR4892,P2135,V3327,INR,10498,2026-04-17,,Active
PR4893,P2411,V3050,INR,8805.53,2026-02-17,,Active
PR4894,P2473,V3017,INR,8921.81,2026-05-18,,Expired
PR4895,P2470,V3011,INR,11958.94,2026-05-23,,Active
PR4896,P2112,V3309,INR,9645.13,2026-04-13,,Active
PR4897,P2013,V3306,INR,9962.63,2026-02-16,,Expired
PR4898,P2273,V3124,INR,11420.51,2026-08-09,,Expired
PR4899,P2233,V3225,INR,1877.27,2026-06-02,,Active
PR4900,P2044,V3244,INR,6010.4,2026-04-22,,Active
PR4901,P2397,V3318,INR,6998.26,2026-01-06,,Active
PR4902,P2474,V3332,INR,4001.61,2026-01-11,,Active
PR4903,P2073,V3346,INR,10084.88,2026-01-17,,Active
PR4904,P2261,V3029,INR,9166.85,2026-05-23,,Active
PR4905,P2231,V3285,INR,8671.53,2026-01-16,,Expired
PR4906,P2033,V3059,INR,11966.01,2026-02-25,,Expired
PR4907,P2388,V3143,INR,3168.12,2026-03-07,,Active
PR4908,P2476,V3326,INR,8845.33,2026-06-13,,Expired
PR4909,P2410,V3300,INR,6650.5,2026-03-24,,Expired
PR4910,P2068,V3226,INR,3807.4,2026-06-15,,Expired
PR4911,P2016,V3164,INR,1990,2026-08-01,,Active
PR4912,P2485,V3084,INR,10758.41,2026-03-16,,Active
PR4913,P2150,V3313,INR,7175.81,2026-08-21,,Active
PR4914,P2292,V3117,INR,9912.34,2026-05-07,,Active
PR4915,P2102,V3320,INR,6578.24,2026-05-11,,Active
PR4916,P2186,V3204,INR,2698.23,2026-08-14,,Active
PR4917,P2439,V3294,INR,4100.27,2026-01-18,,Active
PR4918,P2419,V3145,INR,4624.85,2026-07-26,,Expired
PR4919,P2025,V3027,INR,11677.25,2026-03-30,,Active
PR4920,P2072,V3017,INR,142.18,2026-07-01,,Active
PR4921,P2081,V3063,INR,11829.07,2026-07-26,,Active
PR4922,P2061,V3267,INR,11767,2026-04-04,,Active
PR4923,P2018,V3064,INR,11954.1,2026-01-17,,Active
PR4924,P2242,V3039,INR,5758.31,2026-07-29,,Expired
PR4925,P2058,V3130,INR,11568.42,2026-08-11,,Active
PR4926,P2332,V3115,INR,4792.52,2026-04-24,,Active
PR4927,P2377,V3045,INR,388.56,2026-04-17,,Expired
PR4928,P2057,V3216,INR,2750.34,2026-07-29,,Expired
PR4929,P2097,V3088,INR,11347.66,2026-04-09,,Active
PR4930,P2215,V3336,INR,239.14,2026-01-13,,Expired
PR4931,P2319,V3177,INR,6585.98,2026-03-04,,Expired
PR4932,P2012,V3265,INR,976.55,2026-01-14,,Active
PR4933,P2011,V3105,INR,3490.28,2026-07-06,,Expired
PR4934,P2397,V3334,INR,1125.51,2026-06-13,,Expired
PR4935,P2163,V3301,INR,10324.88,2026-01-18,,Expired
PR4936,P2283,V3171,INR,-7123.52,2026-05-13,,Expired
PR4937,P2217,V3108,INR,10832.62,2026-01-14,,Active
PR4938,P2360,V3161,INR,8283.61,2026-01-25,,Expired
PR4939,P2323,V3283,INR,11654.52,2026-02-13,,Expired
PR4940,P2241,V3040,INR,6155.29,2026-05-01,,Expired
PR4941,P2345,V3026,INR,7691.62,2026-02-08,,Active
PR4942,P2045,V3083,INR,6947.48,2026-05-20,,Active
PR4943,P2458,V3173,INR,5849.81,2026-04-14,,Expired
PR4944,P2081,V3173,INR,10163.07,2026-07-08,,Active
PR4945,P2255,V3282,INR,7760.96,2026-03-03,,Active
PR4946,P2067,V3070,INR,9630.65,2026-02-22,,Active
PR4947,P2493,V3323,INR,9452.39,2026-02-22,,Active
PR4948,P2406,V3006,INR,-2353.21,2026-06-05,,Active
PR4949,P2102,V3284,INR,7828.2,2026-06-12,,Active
PR4950,P2462,V3195,INR,2455.8,2026-04-28,,Expired
PR4951,P2091,V3013,INR,7031.1,2026-03-06,,Expired
PR4952,P2042,V3063,INR,8153.41,2026-05-11,,Expired
PR4953,P2276,V3013,INR,11967.03,2026-02-12,,Active
PR4954,P2304,V3249,INR,439.21,2026-02-19,,Active
PR4955,P2274,V3205,INR,1163.07,2026-07-18,,Expired
PR4956,P2384,V3253,INR,993.54,2026-05-17,,Active
PR4957,P2077,V3040,INR,4825.46,2026-02-05,,Active
PR4958,P2234,V3165,INR,9872.44,2026-01-23,,Expired
PR4959,P2454,V3031,INR,10140.37,2026-08-04,,Active
PR4960,P2202,V3017,INR,8863.48,2026-03-15,,Expired
PR4961,P2485,V3137,INR,10770.27,2026-02-19,,Active
PR4962,P2221,V3320,INR,3925.1,2026-02-24,,Active
PR4963,P2262,V3313,INR,1126.24,2026-08-28,,Active
PR4964,P2039,V3165,INR,768.47,2026-05-05,,Active
PR4965,P2011,V3281,INR,10236.68,2026-01-12,,Active
PR4966,P2112,V3223,INR,8785.45,2026-03-24,,Expired
PR4967,P2409,V3122,INR,8405.99,2026-02-01,,Active
PR4968,P2108,V3078,INR,4125.64,2026-06-01,,Active
PR4969,P2492,V3313,INR,4605.37,2026-03-27,,Expired
PR4970,P2094,V3327,INR,11500.5,2026-07-14,,Expired
PR4971,P2311,V3088,INR,835.87,2026-08-20,,Active
PR4972,P2084,V3113,INR,9301.75,2026-06-04,,Expired
PR4973,P2058,V3100,INR,3767.38,2026-07-08,,Active
PR4974,P2293,V3303,INR,540.73,2026-01-19,,Active
PR4975,P2016,V3239,INR,8930.15,2026-07-20,,Expired
PR4976,P2479,V3346,INR,4021.12,2026-02-20,,Active
PR4977,P2477,V3111,INR,8686.61,2026-03-05,,Expired
PR4978,P2326,V3090,INR,8513.78,2026-07-24,,Active
PR4979,P2093,V3139,INR,6452.33,2026-05-10,,Active
PR4980,P2480,V3135,INR,9345.17,2026-06-13,,Active
PR4981,P2457,V3012,INR,7003.88,2026-08-09,,Active
PR4982,P2165,V3244,INR,3493.14,2026-05-08,,Active
PR4983,P2437,V3182,INR,8829.32,2026-05-19,,Active
PR4984,P2215,V3195,INR,7100.49,2026-08-14,,Expired
PR4985,P2144,V3122,INR,226.77,2026-07-15,,Active
PR4986,P2274,V3053,INR,10827.11,2026-07-15,,Active
PR4987,P2403,V3173,INR,6581.8,2026-03-05,,Active
PR4988,P2428,V3179,INR,10433.38,2026-01-01,,Active
PR4989,P2386,V3293,INR,10601.64,2026-03-30,,Expired
PR4990,P2442,V3059,INR,5381.23,2026-01-26,,Active
PR4991,P2138,V3054,INR,6128.85,2026-05-19,,Expired
PR4992,P2204,V3257,INR,5032.87,2026-03-28,,Expired
PR4993,P2302,V3245,INR,5434.53,2026-01-02,,Active
PR4994,P2210,V3149,INR,10749.63,2026-07-30,,Active
PR4995,P2019,V3284,INR,9473.62,2026-04-03,,Expired
PR4996,P2294,V3016,INR,1583.82,2026-06-17,,Active
PR4997,P2293,V3176,INR,7352.92,2026-04-29,,Active
PR4998,P2475,V3028,INR,11951.19,2026-05-12,,Active
PR4999,P9999,V3129,INR,7176.94,2026-03-21,,Active
PR5000,P2462,V3223,INR,9446.52,2026-04-21,,Expired
